Id,Order,Priority,Summary,Links+,Deliverable type,Flywheel Stage,Product Area,Audience,Target Archetype,Technical level,HotlistIds,Assignee,Status,ComponentPath,Reporter
331585809,,P2,Next '24 Hypergame: Final fixes and changes,,,,,,,,DEE Infra • 🪸April 2024 • Compute,strzelczyk,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,strzelczyk
331599737,,P1,Create/update notebook template for Next,https://github.com/GoogleCloudPlatform/generative-ai/blob/main/notebook_template.ipynb • https://github.com/GoogleCloudPlatform/generative-ai/blob/main/notebook_template.ipynb,Code Artifact,Adopt,Cloud AI/ML,,,,AI (Other) • 2024.03 • Notebook or Sample,itseric,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Cloud AI,itseric
331609884,,P2,"Present on ""Day 2 Ops"" to Telus CIO at EBC",,,,,,,,🪸2024 H1 • Security • Monitoring & Logging • Hybrid & Multi Cloud • Reliability & DR,aronone,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,aronone
331610935,,P2,Customer Engagement: Accelbyte,"https://vector.lightning.force.com/lightning/r/Account/0014M00001mrwS5QAI/view

https://accelbyte.io/

https://docs.google.com/document/d/1fVFpTHgKxyO41dHumxPZX3r2SsbIu0Rkok-Yknz-jQk/edit?resourcekey=0-z0DpZHfh_HzLbPim-gPRMQ&tab=t.0#bookmark=id.qtb1ofd2hywp


",Other,Activate,AppEco,,,,2024-02-14 to Next • #CloudRuntimes • #Games • #Games > #Customer • #Games > #Partner,markmandel,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,markmandel
331672911,,P2,OB+GenAI: Write infra & deployment instructions,,,Evaluate,AppEco,,,,#CloudRuntimes,obourgeois,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,obourgeois
331673264,,P2,OB+GenAI: Deploy onto the production keynote project,,,Evaluate,AppEco,,,,#CloudRuntimes,obourgeois,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,obourgeois
331753551,,P2,Address TK Fixit issues/gaps from a consultation perspective,,,,,,,,2024.03,polong,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Cloud AI,polong
331764558,,P2,Apigee bytes newsletter contributions,,Blog post/Article,,Cross-Cloud,,,,DEE Infra • 🎂 2024 H1,emanuelburgess,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,emanuelburgess
331764650,,P2,OSE Apigee + gemini VScode demo,,,,,,,,DEE Infra • 🎂 2024 H1 • 🪸April 2024,emanuelburgess,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,emanuelburgess
331764995,,P2,Next architecture hive demo video creation,,,,,,,,DEE Infra • 🎂 2024 H1 • 🪸April 2024,emanuelburgess,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,emanuelburgess
331850221,,P2,Report bq command line issue in embedded bq notebookes,,,,,,,,2024.03,aliciamw,verified,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,aliciamw
331918836,,P2,GKE Autopilot CIS Benchmark,,Other,,,,,,🪸2024 H1 • Security,chubirka,accepted,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,chubirka
331919463,,P2,Review OCISO whitepaper,,Other,,,,,,🪸2024 H1 • Security,chubirka,accepted,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,chubirka
331936428,,P2,"Set up customer and content strategy with AppSec and GenAI Security PSO, monthly cadence.",,,,,,,,🪸2024 H1 • AI (Other) • Security,aronone,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,aronone
331937383,,P2,Meet with COO and CPO of Fiddler (ISV partner) for GenAI Model Security Monitoring content,,,,,,,,🪸2024 H1 • AI (Other) • Security,aronone,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,aronone
332065989,,P2,Batch Reference Architecture on GKE with DWS Video,,,,,,,,#CloudRuntimes • May / June 2024 - End of Q2 2024,mofi,assigned,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,mofi
332066144,,P2,GKE + DWS Video,https://youtu.be/1D04EhhDvhg,Video (3min+),Evaluate,AppEco,,,,#CloudRuntimes • Next through I/O,mofi,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,mofi
332066195,,P2,GPU Sharing in GKE Video,https://youtu.be/Y7hdy-mFLlU?si=cXAeTrGdRsEmOp54,Video (3min+),Activate,AppEco,External - Public,,,AI (Other) • #CloudRuntimes • Next through I/O • video,mofi,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,mofi
332067674,,P2,Understanding Kuberentes Resource Limits Video,,Video (3min+),,,,,,#CloudRuntimes • video • May / June 2024 - End of Q2 2024,mofi,assigned,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,mofi
332216578,,P0,Supervised Tuning Gemini,https://github.com/GoogleCloudPlatform/generative-ai/blob/main/gemini/tuning/supervised_finetuning_using_gemini.ipynb,Lab,Activate,Cloud AI/ML,External - Public,,,AI (Other) • 2024.03,erwinh,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Cloud AI,erwinh
332313835,,P2,Kubernetes Podcast 222,https://kubernetespodcast.com/episode/222-kubecon-eu-2024/,Podcast,Evaluate,AppEco,,,,2024-02-14 to Next • #CloudRuntimes,kaslin,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,kaslin
332315355,,P2,KubeCon EU 2024 - Google Cloud Tech X Spaces,https://x.com/GoogleCloudTech/status/1773502086078255487?s=20,Other,Evaluate,AppEco,,,,2024-02-14 to Next • #CloudRuntimes,kaslin,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,kaslin
332315378,,P2,OB+GenAI v2: refactor environment variables and secrets away from shoppingassistantservice.py,,,,,,,,2024-02-14 to Next,obourgeois,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,aaronmwanjala
332318623,,P2,Exploring Security Ideas with DORA,https://www.linkedin.com/pulse/exploring-security-ideas-dora-aron-eidelman-hohcc,Blog post/Article,Expand,Security,,,,🪸2024 H1 • Security,aronone,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,aronone
332340260,,P0,Update Imagen Generation notebook to support Imagen 2 launch,https://github.com/GoogleCloudPlatform/generative-ai/blob/main/vision/getting-started/image_generation.ipynb,Lab,Activate,Cloud AI/ML,,,,AI (Other) • Notebook or Sample • 2024.04,itseric,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Cloud AI,itseric
332511105,,P2,Write the FinOps blog post for Cloud Compute,https://cloud.google.com/blog/products/compute/compute-engine-spend-optimization-part-1?e=48754805,Blog post/Article,Expand,Compute,,Operators,,DEE Infra • 🪸May 2024 • Compute,strzelczyk,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,strzelczyk
332534709,,P2,Write AI Innovation showcase demo script,https://docs.google.com/document/d/1fXLCW-QjDddmh86byR1-Eo1cyDZF8TEckQWx5O0aptA/edit?resourcekey=0-pE-Ht0_lgc2WPB4i6vmgKg&tab=t.0,,,Data & Analytics,,,,Next-2024 • 2024.04,shanecglass,verified,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,shanecglass
332535379,,P2,Fix JSS deployment bug for first time activation of Cloud Workflows,https://github.com/terraform-google-modules/terraform-google-bigquery/pull/310,,,Data & Analytics,External - Public,,,Interrupts • JSS • 2024.03,shanecglass,verified,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,shanecglass
332546038,,P2,Next'24 - ANA216 Speaker Session,https://www.youtube.com/watch?v=SGsD0K1s8cI,Video (3min+),Activate,Data & Analytics,,,,Next-2024 • 2024.04 • AI (Other),weihsia,verified,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,weihsia
332563288,,P2,Review Gemini in BigQuery docs iX content plan,https://docs.google.com/document/d/1gZ1mcCgMHRexHH2p328z3CBpcqnh1TdzXxi_jCBVCdU/edit?tab=t.0#heading=h.1p4sdiw44zj6,,,Data & Analytics,External - Public,,,2024.04 • Gemini in BigQuery,shanecglass,verified,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,shanecglass
332564401,,P2,Develop and publish Gemini or Pretrained API blog,https://medium.com/@shanecglass/when-to-use-gemini-or-purpose-built-ai-models-in-bigquery-7bb2f707a7a2,Blog post/Article,Expand,Data & Analytics,External - Public,Data specialists,,2024.05,shanecglass,verified,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,shanecglass
332688365,,P2,Blog about terraform setup for AlloyDB,,,,,,,,2024.06,downeyd,assigned,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,downeyd
332732174,,P2,AI Security Content plan - 2024,,,,,,,,DEE Infra • AI (Other) • Security • 🪸April 2024,sitalakshmi,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,sitalakshmi
332732526,,P1,DevKeynote  - NEXT'24 - backstage ,,Other,,Cross-Cloud,,,,DEE Infra • 🪸April 2024,sitalakshmi,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,sitalakshmi
332756527,,P2,Review PRD for code sample links in BQ Studio,,,,,,,,2024.04,aliciamw,verified,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,aliciamw
332838246,,P0,Data Augmentation page requested by TK,,Other,Evaluate,Cloud AI/ML,,,,2024.03,kazsato,verified,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Cloud AI,kazsato
332906724,,P2,Apigee PCI DSS Documentation Issue,,Other,,,,,,🪸2024 H1 • Security,chubirka,accepted,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,chubirka
332927015,,P0,[Gemini 1.5] Create Python samples for system instruction,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/generative_ai/gemini_system_instruction.py,Code Artifact,Activate,Cloud AI/ML,,,,AI (Other) • Notebook or Sample • 2024.04,itseric,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Cloud AI,itseric
333065187,,P2,Publish codelab for demo 1: How to Deploy a Gemini-powered chat app on Cloud Run,,,,,,,,2024-02-14 to Next,saraford,326971718,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,saraford
333066070,,P2,[Latam Air] Customer meeting on SRE adoption,,Other,,Cross-Cloud,,,,🪸May 2024 • Reliability & DR,smcghee,obsolete,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,smcghee
333066111,,P2,[FedEx] Customer meeting on SRE adoption,,Other,,,,,,🪸June 2024 • Reliability & DR,smcghee,accepted,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,smcghee
333066126,,P1,Next '24 dev keynote demo/talk on MLOps - Prompt Engineering,,Demo,,Cross-Cloud,,,,🪸April 2024 • Reliability & DR,smcghee,328124342,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,smcghee
333066743,,P2,Waze SRE Blog post - shephard to publication,,Blog post/Article,,,,,,🪸June 2024 • Reliability & DR,smcghee,accepted,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,smcghee
333066861,,P2,Assist with IH Security IAM demo,,Demo,Evaluate,Security,,,,🪸2024 H1 • Security,chubirka,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,chubirka
333066899,,P2,[Urban Outfitters] Customer meeting on SRE / DORA,,Other,,,,,,🪸June 2024 • Reliability & DR,smcghee,accepted,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,smcghee
333067004,,P2,[SAP] monitoring and SRE chat w/ customer,,Other,,Cross-Cloud,,,,🪸April 2024 • Reliability & DR,smcghee,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,smcghee
333072112,,P2,Write script for Vector AI Workbench Next '24 demo,,,,,,,,🪸2024 H1 • AI (Other) • Security,aronone,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,aronone
333072138,,P2,Create and review AI Security content strategy,,,,,,,,🪸2024 H1 • AI (Other) • Security,aronone,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,aronone
333072593,,P2,Publish code via GitHub,https://github.com/shanecglass/gemini-lineage-demo,Code Artifact,Activate,Data & Analytics,External - Public,Data specialists,,,shanecglass,verified,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,shanecglass
333073591,,P2,Record video of Vertex AI Workbench security demo for use in Next 24 and RSA,,Video (3min+),,Cloud AI/ML,,,,🪸2024 H1 • AI (Other) • Security,aronone,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,aronone
333085513,,P2,Gemini safety issue (crescendo attack) internal report,,,,,,,,🪸2024 H1,aronone,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,aronone
333114203,,P2,Social amplification for NEXT 2024 videos,,,,,,,,2024.06,aliciamw,accepted,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,aliciamw
333117513,,P2,[Code Sample] Analyzing movie posters in BigQuery with Gemini 1.0 Pro and Gemini 1.0 Pro Vision,https://github.com/GoogleCloudPlatform/generative-ai/blob/main/gemini/use-cases/applying-llms-to-data/analyze-poster-images-in-bigquery/poster_image_analysis.ipynb,Code Artifact,Activate,Data & Analytics,External - Public,Data specialists,,Demos • dr4dc-roadmap • 2024.04 • AI (Other),aliciamw,verified,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,aliciamw
333200532,,P2,Dataplex AutoDQ Github repo,,,,,,,,2024.06,bmiro,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,bmiro
333201354,,P2,Dataplex AutoDQ Github Repo,,,,,,,,2024.06,bmiro,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,bmiro
333285918,,P1,Build with Google AI Season 2 - Function Calling Documentation,https://ai.google.dev/examples/sql-talk,Quickstart/Jump Start Solution,Adopt,Cloud AI/ML,,,,AI (Other) • 2024.04,koverholt,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Cloud AI,koverholt
333286890,,P2,Fix type annotation in function calling code sample,Fix type annotation for function output in generative-ai/function-calling,Code Artifact,Adopt,Cloud AI/ML,,,,AI (Other) • 2024.03,koverholt,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Cloud AI,koverholt
333287555,,P2,Listed Gemini Function Calling demo app on go/demos,,Demo,Evaluate,Cloud AI/ML,,,,AI (Other) • 2024.03,koverholt,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Cloud AI,koverholt
333287674,,P2,Updated code sample for Gemini Function Calling to include consistent function response role,https://github.com/GoogleCloudPlatform/python-docs-samples/pull/11266,Code Artifact,Adopt,Cloud AI/ML,,,,AI (Other) • 2024.03,koverholt,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Cloud AI,koverholt
333287852,,P2,"Wrote Cloud Shell tutorial, setup script, and reworked demo app for ease of deployment for SQL Talk app",https://github.com/GoogleCloudPlatform/generative-ai/pull/452 • https://github.com/GoogleCloudPlatform/generative-ai/blob/main/gemini/function-calling/sql-talk-app/tutorial.md,Quickstart/Jump Start Solution,Activate,Cloud AI/ML,,,,AI (Other) • 2024.03,koverholt,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Cloud AI,koverholt
333287910,,P2,Listed SQL Talk w/ BQ demo app on go/demos,https://cloud-demo-hub.corp.google.com/demo/826/edit,Demo,Evaluate,Cloud AI/ML,,,,AI (Other) • 2024.03,koverholt,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Cloud AI,koverholt
333288191,,P2,Wrote up two sample notebooks for Next keynote feature validation w/ Gemini Function Calling and LangChain,https://colab.sandbox.google.com/drive/1kldGh-MmjJ3O_3PeOH9l-BTOXOsn-vcw?resourcekey=0-YseznH3umeajTt7tQtjHJQ\ • https://colab.sandbox.google.com/drive/1iu0-lbfx-IMjJ1atqsHHJRhPuh_m3Z9e?resourcekey=0-IzSmP6gYxPTaqtUt0wE1Og,Lab,Adopt,Cloud AI/ML,,,,AI (Other) • 2024.03,koverholt,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Cloud AI,koverholt
333288221,,P2,Update Function Calling codelab for GA release milestone,cl/616221159 • https://codelabs.developers.google.com/codelabs/gemini-function-calling,Lab,Activate,Cloud AI/ML,,,,AI (Other) • 2024.03,koverholt,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Cloud AI,koverholt
333288321,,P2,Wrote up sample colab notebook on structured data outputs from Gemini Function Calling,https://goto.google.com/gemini-function-calling-structured-outputs,Lab,Adopt,Cloud AI/ML,,,,AI (Other) • 2024.03,koverholt,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Cloud AI,koverholt
333288322,,P2,Wrote up sample colab notebook on array data outputs from Gemini Function Calling,https://goto.google.com/gemini-function-calling-array-outputs,Lab,Adopt,Cloud AI/ML,,,,AI (Other) • 2024.03,koverholt,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Cloud AI,koverholt
333288371,,P2,Built invoice processing demo for Next spotlight session on what's new in Gen AI in Google Cloud,go/gemini-agent-invoices-video • go/gemini-agent-invoices-demo • go/gemini-agent-invoices-notebook • go/gemini-agent-invoices-source,Demo,Activate,Cloud AI/ML,,,,AI (Other) • 2024.03,koverholt,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Cloud AI,koverholt
333288782,,P2,Fix user agent header for sample API call in Intro Function Calling notebook,https://github.com/GoogleCloudPlatform/generative-ai/pull/474 • https://github.com/GoogleCloudPlatform/generative-ai/blob/main/gemini/function-calling/intro_function_calling.ipynb,Lab,Activate,Cloud AI/ML,,,,AI (Other) • 2024.03,koverholt,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Cloud AI,koverholt
333358839,,P2,Blog with recommendations for database related sessions at Google Next,https://medium.com/google-cloud/databases-on-the-google-next-24-6e9941d6d361,Blog post/Article,Advocate,Data & Analytics,External - Public,AI specialists,,Next-2024 • 2024.04,otochkin,verified,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,otochkin
333360331,,P2,Cross-Cloud Network - Design global distributed applications at scale - blog,,Blog post/Article,Expand,Networking,,Networking specialists,,AI (Other) • 🪸June 2024 • Networking,ammettwill,accepted,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,ammettwill
333361714,,P2,How to navigate learning networking in Google Cloud,https://medium.com/google-cloud/how-to-learn-networking-on-google-cloud-techventurers-guide-351a724c87e9,Blog post/Article,Adopt,Networking,External - Public,Networking specialists,,🪸May 2024 • Networking,ammettwill,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,ammettwill
333362664,,P2,Blog post: How to Augment Text Data with Gemini through BigQuery DataFrames,https://medium.com/google-cloud/how-to-augment-text-data-with-gemini-through-bigquery-dataframes-347bc6378413,Blog post/Article,Adopt,Cloud AI/ML,,,,,kweinmeister,verified,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel,kweinmeister
333362826,,P2,Cloud NAT and Firewall Advanced networking demo video,,Video (3min+),Expand,Networking,,Networking specialists,,🪸June 2024 • Networking,ammettwill,accepted,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,ammettwill
333399803,,P2,Customer Engagement: Playstation,https://www.playstation.com/en-us/ • https://docs.google.com/document/d/1C02p5ZovFHMFxB2NyYN6ncRY7IkvetLHPwXfJneWsqQ/edit?resourcekey=0-TMIiYR5Tu9XtWcw-tlcl8w&tab=t.0#bookmark=id.men015tugbxf • https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000bZ3voQAC/view,Other,Activate,AppEco,,,,2024-02-14 to Next • #CloudRuntimes • #Next • #Games • #Games > #Customer,markmandel,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,markmandel
333400030,,P2,Customer Engagement: SQUARE ENIX,https://www.square-enix.com/ • https://docs.google.com/document/d/1C02p5ZovFHMFxB2NyYN6ncRY7IkvetLHPwXfJneWsqQ/edit?resourcekey=0-TMIiYR5Tu9XtWcw-tlcl8w&tab=t.0#bookmark=id.jxxdfdp55gn7 • https://www.google.com/url?q=https://docs.google.com/document/d/1RD7ydW3rCiltTjuavd4CT75qcCPlvI3fnsASGNhIg7s/edit?tab%3Dt.0&sa=D&source=calendar&ust=1713636075895757&usg=AOvVaw27i810XcR09zI8QgoM0Sz2 • https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000VyNffQAF/view,Other,Activate,AppEco,,,,2024-02-14 to Next • #CloudRuntimes • #Next • #Games • #Games > #Customer,markmandel,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,markmandel
333401459,,P2,Customer Engagement: COLOPL,https://colopl.co.jp/en/ • https://docs.google.com/document/d/1C02p5ZovFHMFxB2NyYN6ncRY7IkvetLHPwXfJneWsqQ/edit?resourcekey=0-TMIiYR5Tu9XtWcw-tlcl8w&tab=t.0#bookmark=id.6qjo7tuq9490 • https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000csNRGQA2/view,Other,Activate,AppEco,,,,2024-02-14 to Next • #CloudRuntimes • #Next • #Games • #Games > #Customer,markmandel,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,markmandel
333401483,,P2,Customer Engagement: DeNA,https://dena.com/intl/ • https://docs.google.com/document/d/1C02p5ZovFHMFxB2NyYN6ncRY7IkvetLHPwXfJneWsqQ/edit?resourcekey=0-TMIiYR5Tu9XtWcw-tlcl8w&tab=t.0#bookmark=id.pfm1rkz2fetm • https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000YDYl2QAH/view • https://docs.google.com/document/d/1tHphNIYmTJMUgQuASUSlh1em5WI1fh0Hg3lPXXe4nQQ/edit?resourcekey=0-v7g3vM92mLI0oteL1CEPuQ&tab=t.0,Other,Activate,AppEco,,,,2024-02-14 to Next • #CloudRuntimes • #Next • #Games • #Games > #Customer,markmandel,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,markmandel
333401500,,P2,Customer Engagement: EA,https://www.ea.com/en-au • https://docs.google.com/document/d/1C02p5ZovFHMFxB2NyYN6ncRY7IkvetLHPwXfJneWsqQ/edit?resourcekey=0-TMIiYR5Tu9XtWcw-tlcl8w&tab=t.0#bookmark=id.2tl0gxbm3883 • https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000crShWQAU/view,Other,Activate,AppEco,,,,2024-02-14 to Next • #CloudRuntimes • #Next • #Games • #Games > #Customer,markmandel,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,markmandel
333401537,,P2,"Customer Engagement: Activision, Blizzard, King",https://www.activisionblizzard.com/ • https://www.king.com/ • https://docs.google.com/document/d/1C02p5ZovFHMFxB2NyYN6ncRY7IkvetLHPwXfJneWsqQ/edit?resourcekey=0-TMIiYR5Tu9XtWcw-tlcl8w&tab=t.0#bookmark=id.tnzvv1vn7f95 • https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000dEXMHQA4/view,Other,Activate,AppEco,,,,2024-02-14 to Next • #CloudRuntimes • #Next • #Games • #Games > #Customer,markmandel,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,markmandel
333401593,,P2,Customer Engagement: Wildlife Studios,https://wildlifestudios.com/ • https://docs.google.com/document/d/1C02p5ZovFHMFxB2NyYN6ncRY7IkvetLHPwXfJneWsqQ/edit?resourcekey=0-TMIiYR5Tu9XtWcw-tlcl8w&tab=t.0#bookmark=id.r4oqehl49wty • https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000cmwypQAA/view,Other,Activate,AppEco,,,,2024-02-14 to Next • #CloudRuntimes • #Next • #Games • #Games > #Customer,markmandel,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,markmandel
333426513,,P2,Document Processing with Gemini Notebook,https://github.com/GoogleCloudPlatform/generative-ai/blob/main/gemini/use-cases/document-processing/document_processing.ipynb,Lab,Activate,Cloud AI/ML,,,,AI (Other) • 2024.04,holtskinner,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Cloud AI,holtskinner
